Cancer,DrugKey,Spearman_N,Spearman_Rho,Spearman_P,Spearman_FDR,DrugName,DrugID,PutativeTarget,PathwayName,N_CellLines_GDSC2,Median_LN_IC50,IsPriorityDrug
LUSC,Drug_1926__GNE_317,501,-0.067564854355035,0.130978439249293,0.166699831771828,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
LUSC,Drug_2045__AMG_319,501,0.202068754920438,5.14656262655167e-06,1.44103753543447e-05,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
LUSC,Drug_2046__MK_8776,501,-0.0292182169525491,0.514080007740411,0.564480008499275,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
LUSC,Drug_2106__UPROSERTIB,501,-0.110384044659685,0.013431578200249,0.0227929811883014,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
LUSC,Drug_2107__LJI308,501,0.0898139656941098,0.0445000819699073,0.0655790681661792,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
LUSC,Drug_2111__VE821,501,-0.100343154328793,0.0247011306912638,0.0373854951002912,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
LUSC,Drug_2169__AZD6482,501,0.360693370231648,7.71886350435676e-17,1.08064089060995e-15,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
LUSC,Drug_2170__AT13148,501,-0.131455113677028,0.00320027683978792,0.00597385010093746,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
LUSC,Drug_2360__THR_101,501,-0.0749615669060286,0.0937314132932433,0.124975217724324,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
LUSC,Drug_2361__THR_102,501,-0.245516234463344,2.59009636452736e-08,9.66969309423549e-08,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
LUSC,Drug_2362__THR_103,501,-0.259422859460362,3.78425715981916e-09,1.51370286392766e-08,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
MESO,Drug_1005__CISPLATIN,87,-0.00289786396442371,0.978748002166192,0.978748002166192,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
MESO,Drug_1007__DOCETAXEL,87,-0.0634796238244514,0.559136768245871,0.711628614131109,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
MESO,Drug_1010__GEFITINIB,87,0.345574834147408,0.00104431820123849,0.00984933193125012,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
MESO,Drug_1014__REFAMETINIB,87,0.202157906247722,0.0604128791678447,0.161101011114252,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
MESO,Drug_1016__TEMSIROLIMUS,87,0.355434861850259,0.000729209318853288,0.00984933193125012,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
MESO,Drug_1017__OLAPARIB,87,-0.0674892469198804,0.534532729066519,0.696135647156397,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
MESO,Drug_1018__VELIPARIB,87,0.206677845009842,0.0547730295214985,0.153364482660196,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
MESO,Drug_1022__AZD7762,87,-0.111686228767223,0.303057521557525,0.51059652082918,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
MESO,Drug_1032__AFATINIB,87,0.345283225195013,0.00105528556406251,0.00984933193125012,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
MESO,Drug_1046__WEE1_INHIBITOR,87,0.0560618210979077,0.606027249691016,0.722075020908445,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
MESO,Drug_1053__MK_2206,87,0.198257636509441,0.0656515191680416,0.167112957882288,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
MESO,Drug_1057__DACTOLISIB,87,0.0176605671794124,0.871024822903899,0.920328114766384,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
MESO,Drug_1058__PICTILISIB,87,0.147134942042721,0.173846402577016,0.314045114332674,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
MESO,Drug_1059__AZD8055,87,0.292064591382955,0.00605261986323674,0.0376607458156952,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
MESO,Drug_1060__PD0325901,87,0.0977619012903696,0.367676708171903,0.523841415921763,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
MESO,Drug_1062__SELUMETINIB,87,0.249435007654735,0.0198124781435169,0.0739665850691299,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
MESO,Drug_1080__PACLITAXEL,87,-0.0432492527520595,0.690811761999071,0.789499156570367,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
MESO,Drug_1084__RAPAMYCIN,87,0.26099001239338,0.0146215266997589,0.0664551265765863,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
MESO,Drug_1089__OXALIPLATIN,87,0.161678938543413,0.134629979508908,0.277275317468602,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
MESO,Drug_1129__PF_4708671,87,0.306316978931253,0.00390772190337701,0.03000198877155,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
MESO,Drug_1168__ERLOTINIB,87,0.277465918203689,0.00927092119037789,0.0519171586661162,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
MESO,Drug_1175__RUCAPARIB,87,0.175894874972662,0.103177354918309,0.251214429366319,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
MESO,Drug_1177__NIRAPARIB,87,0.0370161113946198,0.733565707902067,0.806732190661003,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
MESO,Drug_1179__MK_1775,87,-0.0368520813588977,0.734702530780556,0.806732190661003,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
MESO,Drug_1190__GEMCITABINE,87,0.109954800612379,0.310661830556927,0.51059652082918,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
MESO,Drug_1259__TALAZOPARIB,87,0.00780053947656193,0.942834841622668,0.977754650571656,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
MESO,Drug_1372__TRAMETINIB,87,0.106054530874098,0.328240620533044,0.51059652082918,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
MESO,Drug_1441__AZD2014,87,0.0890500838375738,0.412089815330431,0.562854381914735,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
MESO,Drug_1553__UPROSERTIB,87,0.168167237734198,0.1194744876753,0.267622852392673,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
MESO,Drug_1560__ALPELISIB,87,0.212291317343442,0.0483766889657802,0.142583925372826,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
MESO,Drug_1561__TASELISIB,87,0.152602609900124,0.158222655421527,0.298741984553519,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
MESO,Drug_1594__OSI_027,87,0.345611285266458,0.00104295458878243,0.00984933193125012,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
MESO,Drug_1613__VE_822,87,0.303364438288255,0.00428599839593571,0.03000198877155,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
MESO,Drug_1615__CZC24832,87,0.120817234089087,0.264979914330182,0.463714850077818,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
MESO,Drug_1736__SELUMETINIB,87,-0.024969016548808,0.818431576017213,0.88138785109546,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
MESO,Drug_1778__GSK2110183B,87,0.234398921046876,0.0288707885858503,0.0994912448915867,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
MESO,Drug_1806__OXALIPLATIN,87,0.258985200845666,0.015427082955279,0.0664551265765863,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
MESO,Drug_1819__DOCETAXEL,87,-0.107129838886054,0.323332052293731,0.51059652082918,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
MESO,Drug_1873__BUPARLISIB,87,-0.00388204417875629,0.971532969972603,0.978748002166192,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
MESO,Drug_1912__AFURESERTIB,87,0.160056863745717,0.138637658734301,0.277275317468602,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
MESO,Drug_1916__AZD5363,87,0.0801195596704819,0.460706645883426,0.614275527844568,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
MESO,Drug_1917__AZD6738,87,0.100094772909528,0.356300366062811,0.523841415921763,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
MESO,Drug_1918__AZD8186,87,0.163866005686375,0.129366411687045,0.277275317468602,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
MESO,Drug_1919__OSIMERTINIB,87,0.414485674710214,6.57322855191834e-05,0.00184050399453714,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
MESO,Drug_1924__IPATASERTIB,87,0.0964496610045928,0.374172439944116,0.523841415921763,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
MESO,Drug_1926__GNE_317,87,0.0564627834074506,0.603448949055951,0.722075020908445,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
MESO,Drug_2045__AMG_319,87,0.222916818546329,0.0379543351690371,0.118080153859227,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
MESO,Drug_2046__MK_8776,87,0.060508857621929,0.577707529278271,0.718924925324071,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
MESO,Drug_2106__UPROSERTIB,87,0.151946489757236,0.160040348867957,0.298741984553519,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
MESO,Drug_2107__LJI308,87,0.262138222643435,0.0141767703756418,0.0664551265765863,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
MESO,Drug_2111__VE821,87,0.252332871619159,0.0183809359560818,0.073523743824327,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
MESO,Drug_2169__AZD6482,87,0.452613545235839,1.07518910640072e-05,0.000602105899584404,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
MESO,Drug_2170__AT13148,87,0.0975249690165488,0.36884441624562,0.523841415921763,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
MESO,Drug_2360__THR_101,87,0.232539913975359,0.0302026993420888,0.0994912448915867,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
MESO,Drug_2361__THR_102,87,0.0458919588831377,0.672964449251895,0.785125190793877,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
MESO,Drug_2362__THR_103,87,0.170263177079536,0.114870283356606,0.267622852392673,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
OV,Drug_1005__CISPLATIN,378,-0.10178657662963,0.0479804131981436,0.0895634379698681,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
OV,Drug_1007__DOCETAXEL,378,0.0349448971958298,0.498175528112044,0.61995176831721,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
OV,Drug_1010__GEFITINIB,378,0.178267622449226,0.000496989346502101,0.0019879573860084,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
OV,Drug_1014__REFAMETINIB,378,0.23292817333396,4.72261631432644e-06,2.404241032748e-05,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
OV,Drug_1016__TEMSIROLIMUS,378,0.481595608972554,2.41290418399416e-23,6.75613171518366e-22,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
OV,Drug_1017__OLAPARIB,378,-0.312163165133777,5.47760388679407e-10,5.11243029434113e-09,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
OV,Drug_1018__VELIPARIB,378,0.150845919110863,0.00328310939182171,0.00919270629710079,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
OV,Drug_1022__AZD7762,378,-0.0124985155464639,0.808622418919305,0.863578179054961,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
OV,Drug_1032__AFATINIB,378,0.306229572447387,1.19611559946334e-09,9.56892479570668e-09,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
OV,Drug_1046__WEE1_INHIBITOR,378,-0.0313917625354255,0.542886244431286,0.648413316411754,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
OV,Drug_1053__MK_2206,378,0.0740098264436359,0.150968179436359,0.248653472012826,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
OV,Drug_1057__DACTOLISIB,378,0.173949070773746,0.000682070803463733,0.00238724781212306,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
OV,Drug_1058__PICTILISIB,378,0.146283855955405,0.00437178103389933,0.0116580827570649,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
OV,Drug_1059__AZD8055,378,0.415190961547071,3.48604192182468e-17,4.88045869055455e-16,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
OV,Drug_1060__PD0325901,378,0.03128933663007,0.544204033417008,0.648413316411754,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
OV,Drug_1062__SELUMETINIB,378,0.283233068147999,2.09946958365426e-08,1.30633662982932e-07,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
OV,Drug_1080__PACLITAXEL,378,0.0416565712717109,0.419341279445903,0.546118875557455,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
OV,Drug_1084__RAPAMYCIN,378,0.291912608262349,7.3349826240973e-09,5.13448783686811e-08,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
OV,Drug_1089__OXALIPLATIN,378,-0.0543498293475548,0.291900784272774,0.441795781602037,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
OV,Drug_1129__PF_4708671,378,0.162417380231956,0.00153302015226729,0.00476939602927601,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
OV,Drug_1168__ERLOTINIB,378,0.124659325550964,0.0153044252401217,0.0329633774402621,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
OV,Drug_1175__RUCAPARIB,378,0.0965046437705886,0.0608714897136956,0.109961400773128,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
OV,Drug_1177__NIRAPARIB,378,-0.132009328533758,0.0101901881877593,0.024107524602581,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
OV,Drug_1179__MK_1775,378,-0.174619393889706,0.000649676041195002,0.00238724781212306,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
OV,Drug_1190__GEMCITABINE,378,0.215870371907129,2.30477605020569e-05,9.92826606242452e-05,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
OV,Drug_1259__TALAZOPARIB,378,-0.228427432412511,7.26153405071987e-06,3.38871589033594e-05,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
OV,Drug_1372__TRAMETINIB,378,0.000374932137283152,0.994203122983188,0.994203122983188,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
OV,Drug_1441__AZD2014,378,0.0600961226018091,0.243781773262667,0.382095004335669,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
OV,Drug_1553__UPROSERTIB,378,0.107828149771558,0.0361186562591856,0.0697463707073928,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
OV,Drug_1560__ALPELISIB,378,-0.11788255214695,0.0218879858753651,0.0453973040377944,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
OV,Drug_1561__TASELISIB,378,0.0452152604822972,0.380691938133837,0.532968713387372,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
OV,Drug_1594__OSI_027,378,0.420823275431591,1.17704096924995e-17,2.1971431425999e-16,OSI-027,1594,"MTORC1, MTORC2",PI3K/MTOR signaling,959,2.511485,TRUE
OV,Drug_1613__VE_822,378,0.327177558639664,7.01635534020624e-11,7.85831798103099e-10,VE-822,1613,ATR,Genome integrity,893,3.125544,TRUE
OV,Drug_1615__CZC24832,378,-0.0081388601996372,0.874680537237089,0.907076112690314,CZC24832,1615,PI3Kgamma,PI3K/MTOR signaling,893,5.183793,TRUE
OV,Drug_1736__SELUMETINIB,378,-0.0499528474235052,0.332753472879459,0.490373538980256,Selumetinib,1736,"MEK1, MEK2",ERK MAPK signaling,717,4.214499,TRUE
OV,Drug_1778__GSK2110183B,378,0.0253897377907932,0.622664640414177,0.697384397263878,GSK2110183B,1778,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,717,3.505438,TRUE
OV,Drug_1806__OXALIPLATIN,378,0.0748092373058254,0.146591832742296,0.248653472012826,Oxaliplatin,1806,DNA alkylating agent,DNA replication,717,5.185118,TRUE
OV,Drug_1819__DOCETAXEL,378,0.00530092942066375,0.918184218870942,0.934878477395868,Docetaxel,1819,Microtubule stabiliser,Mitosis,670,-2.538492,TRUE
OV,Drug_1873__BUPARLISIB,378,-0.138695673860809,0.00691966789786024,0.0176137001036442,Buparlisib,1873,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,957,0.993008,TRUE
OV,Drug_1912__AFURESERTIB,378,0.0119203979635242,0.817315062319874,0.863578179054961,Afuresertib,1912,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,956,2.4131465,TRUE
OV,Drug_1916__AZD5363,378,0.0441214584604631,0.392332625302034,0.535868951632046,AZD5363,1916,"AKT1, AKT2, AKT3, ROCK2","Other, kinases",957,2.858666,TRUE
OV,Drug_1917__AZD6738,378,0.045521871652342,0.377467163505396,0.532968713387372,AZD6738,1917,ATR,Genome integrity,957,1.970669,TRUE
OV,Drug_1918__AZD8186,378,0.0431765183835059,0.402560142966374,0.536746857288498,AZD8186,1918,"PI3Kalpha, PI3Kbeta",PI3K/MTOR signaling,957,3.162977,TRUE
OV,Drug_1919__OSIMERTINIB,378,0.267556127896406,1.28306959831417e-07,7.18518975055933e-07,Osimertinib,1919,EGFR,EGFR signaling,956,1.722364,TRUE
OV,Drug_1924__IPATASERTIB,378,-0.170159534457597,0.0008951002691315,0.00294856559243318,Ipatasertib,1924,"AKT1, AKT, AKT3",PI3K/MTOR signaling,957,3.487847,TRUE
OV,Drug_1926__GNE_317,378,-0.02654863914076,0.606870484787953,0.693566268329089,GNE-317,1926,PI3Kalpha,PI3K/MTOR signaling,943,0.556985,TRUE
OV,Drug_2045__AMG_319,378,-0.0266821705271346,0.605062151766725,0.693566268329089,AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,949,4.924722,TRUE
OV,Drug_2046__MK_8776,378,0.0598612762201153,0.245632502787216,0.382095004335669,MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,951,3.187491,TRUE
OV,Drug_2106__UPROSERTIB,378,-0.035814961936334,0.487532314473235,0.61995176831721,Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,736,2.7050635,TRUE
OV,Drug_2107__LJI308,378,0.129030089998155,0.0120448589749403,0.0269804841038663,LJI308,2107,"RSK2, RSK1, RSK3",PI3K/MTOR signaling,953,5.019894,TRUE
OV,Drug_2111__VE821,378,0.131765594871773,0.010331796258249,0.024107524602581,VE821,2111,ATR,Genome integrity,950,3.9402775,TRUE
OV,Drug_2169__AZD6482,378,0.537891863794875,9.87266471865976e-30,5.52869224244947e-28,AZD6482,2169,PI3Kbeta,PI3K/MTOR signaling,266,3.3943365,TRUE
OV,Drug_2170__AT13148,378,-0.15646379116491,0.00228278623890524,0.0067282120725628,AT13148,2170,AKT1,PI3K/MTOR signaling,953,3.438764,TRUE
OV,Drug_2360__THR_101,378,-0.0172158839250096,0.738657858788102,0.811075295924191,THR-101,2360,Mutant RAS,PI3K/MTOR signaling,731,5.193065,TRUE
OV,Drug_2361__THR_102,378,-0.0882259199973694,0.0867183050598533,0.151757033854743,THR-102,2361,Mutant RAS,PI3K/MTOR signaling,731,4.99625,TRUE
OV,Drug_2362__THR_103,378,0.115637625145404,0.024553636470844,0.0491072729416879,THR-103,2362,Mutant RAS,PI3K/MTOR signaling,731,4.493783,TRUE
PAAD,Drug_1005__CISPLATIN,178,0.0460385837653695,0.541711057623019,0.606716384537781,Cisplatin,1005,DNA crosslinker,DNA replication,760,3.1021655,TRUE
PAAD,Drug_1007__DOCETAXEL,178,0.0711426075799342,0.345338290458306,0.42975431701478,Docetaxel,1007,Microtubule stabiliser,Mitosis,966,-4.50888,TRUE
PAAD,Drug_1010__GEFITINIB,178,0.169899003009802,0.023373433670451,0.050342780213279,Gefitinib,1010,EGFR,EGFR signaling,957,3.258682,TRUE
PAAD,Drug_1014__REFAMETINIB,178,-0.0121232561182813,0.87239996489591,0.90471107470687,Refametinib,1014,"MEK1, MEK2",ERK MAPK signaling,946,2.5389975,TRUE
PAAD,Drug_1016__TEMSIROLIMUS,178,0.376318849615237,2.25572079093823e-07,1.26320364292541e-05,Temsirolimus,1016,MTOR,PI3K/MTOR signaling,921,1.134302,TRUE
PAAD,Drug_1017__OLAPARIB,178,-0.0434085978834572,0.565065427656,0.620463998994823,Olaparib,1017,"PARP1, PARP2",Genome integrity,966,4.3531465,TRUE
PAAD,Drug_1018__VELIPARIB,178,0.252743558290041,0.000664810975451567,0.00310245121877398,Veliparib,1018,"PARP1, PARP2",Genome integrity,948,5.28497,TRUE
PAAD,Drug_1022__AZD7762,178,-0.0746258493992631,0.322174254463216,0.410039960225911,AZD7762,1022,"CHEK1, CHEK2",Cell cycle,960,0.0970545,TRUE
PAAD,Drug_1032__AFATINIB,178,0.23364849898237,0.00169606416241859,0.00678425664967435,Afatinib,1032,"EGFR, ERBB2",EGFR signaling,965,1.646094,TRUE
PAAD,Drug_1046__WEE1_INHIBITOR,178,0.0606779873798979,0.421060024014466,0.507572393282075,Wee1 Inhibitor,1046,"WEE1, CHEK1",Cell cycle,956,1.8240615,TRUE
PAAD,Drug_1053__MK_2206,178,0.292752963255735,7.32335550381881e-05,0.000512634885267317,MK-2206,1053,"AKT1, AKT2",PI3K/MTOR signaling,967,2.75657,TRUE
PAAD,Drug_1057__DACTOLISIB,178,0.00120753801616931,0.987236730164445,0.987236730164445,Dactolisib,1057,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,957,-1.67946,TRUE
PAAD,Drug_1058__PICTILISIB,178,0.133734569313214,0.0751292877790769,0.135717423084784,Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,966,1.141478,TRUE
PAAD,Drug_1059__AZD8055,178,0.206503895507001,0.00568237228018171,0.0187184028053045,AZD8055,1059,"MTORC1, MTORC2",PI3K/MTOR signaling,745,-0.155106,TRUE
PAAD,Drug_1060__PD0325901,178,-0.0795177082524318,0.291381442597209,0.383570233549641,PD0325901,1060,"MEK1, MEK2",ERK MAPK signaling,967,1.67305,TRUE
PAAD,Drug_1062__SELUMETINIB,178,0.148378228568328,0.0480845094519067,0.0913982379767564,Selumetinib,1062,"MEK1, MEK2",ERK MAPK signaling,948,3.578666,TRUE
PAAD,Drug_1080__PACLITAXEL,178,0.11336494565015,0.13189203747216,0.211202501292107,Paclitaxel,1080,Microtubule stabiliser,Mitosis,957,-3.321115,TRUE
PAAD,Drug_1084__RAPAMYCIN,178,0.214891763101256,0.00396988447635917,0.0138945956672571,Rapamycin,1084,MTORC1,PI3K/MTOR signaling,949,-1.958811,TRUE
PAAD,Drug_1089__OXALIPLATIN,178,0.182865939874182,0.0145582751567075,0.0354462351641573,Oxaliplatin,1089,DNA alkylating agent,DNA replication,966,3.84296,TRUE
PAAD,Drug_1129__PF_4708671,178,0.33477741403872,4.93541633355248e-06,5.52766629357878e-05,PF-4708671,1129,S6K1,PI3K/MTOR signaling,267,3.599153,TRUE
PAAD,Drug_1168__ERLOTINIB,178,0.0595396035232449,0.429842252161128,0.507572393282075,Erlotinib,1168,EGFR,EGFR signaling,954,2.8669695,TRUE
PAAD,Drug_1175__RUCAPARIB,178,0.158610916356448,0.0344615178812927,0.0714757407908292,Rucaparib,1175,"PARP1, PARP2",Genome integrity,947,4.01274,TRUE
PAAD,Drug_1177__NIRAPARIB,178,0.109315703632934,0.146352938650935,0.221507150390604,Niraparib,1177,"PARP1, PARP2",Genome integrity,893,4.38618,TRUE
PAAD,Drug_1179__MK_1775,178,-0.0864416354852335,0.251258062003433,0.343181743224201,MK-1775,1179,"WEE1, PLK1",Cell cycle,966,0.445436,TRUE
PAAD,Drug_1190__GEMCITABINE,178,0.111671200697074,0.137801283846032,0.214357552649384,Gemcitabine,1190,Pyrimidine antimetabolite,DNA replication,959,-1.053316,TRUE
PAAD,Drug_1259__TALAZOPARIB,178,-0.00827190138829635,0.912738284944263,0.929333526488704,Talazoparib,1259,"PARP1, PARP2",Genome integrity,955,3.161281,TRUE
PAAD,Drug_1372__TRAMETINIB,178,-0.0486302688820113,0.519173972878399,0.593341683289598,Trametinib,1372,"MEK1, MEK2",ERK MAPK signaling,965,0.540507,TRUE
PAAD,Drug_1441__AZD2014,178,0.115362968905098,0.125173729874585,0.211202501292107,AZD2014,1441,"mTORC1, mTORC2",PI3K/MTOR signaling,717,2.014818,TRUE
PAAD,Drug_1553__UPROSERTIB,178,0.355557707018296,1.11365552265043e-06,2.0788236422808e-05,Uprosertib,1553,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,897,2.9051,TRUE
PAAD,Drug_1560__ALPELISIB,178,0.227290571947456,0.00228000370047359,0.00851201381510139,Alpelisib,1560,PI3Kalpha,PI3K/MTOR signaling,964,3.3928615,TRUE
PAAD,Drug_1561__TASELISIB,178,0.119965444198445,0.11070592887402,0.193735375529536,Taselisib,1561,PI3K (beta sparing),PI3K/MTOR signaling,965,1.901128,TRUE
